Molecule,Run,Rank,Config,Total Score,Key Differentiator
Threonine,5,1,deep_research_claude,50/70,Highly accurate carbon-counting; correctly identifies lactaldehyde (C3) as the key precursor for threonine (C4).
Threonine,5,2,deep_research_gpt5.4,48/70,"Employs brilliant, literature-backed AMN chemistry, though it suffers from a minor C-counting error regarding the starting aldehyde."
Threonine,5,3,deep_research_gemini,34/70,"Ties with E, but features slightly more creative mechanisms (thioesters), despite massive stoichiometry failures."
Threonine,5,4,perfect_rag,34/70,Completely misapplies the Akabori synthesis (using alanine instead of glycine) and relies on undefined molecule IDs.
Threonine,5,5,no_research,26/70,Hallucinates a Strecker synthesis using alanine and H₂ instead of ammonia and cyanide.
Threonine,5,6,ms_disc,20/70,"Absolute failure of basic stoichiometry (e.g., generating phosphorus compounds from CO₂ and H₂)."
Valine,1,1,perfect_rag,63/70,"Near-perfect stoichiometric fidelity to a highly complex, experimentally proven continuous synthesis pathway."
Valine,1,2,deep_research_claude,52/70,"Strong, redundant multi-environment network with great hub connectivity, despite minor thermodynamic hurdles."
Valine,1,3,deep_research_gpt5.4,41/70,"Correctly identifies hubs and literature, but collapses too many crucial intermediates into single ""magic"" steps."
Valine,1,4,no_research,38/70,"Conceptually brilliant integration of pseudo-biochemistry, but ruined by elementary carbon-counting failures."
Valine,1,5,deep_research_gemini,28/70,Severe stoichiometric impossibilities; regularly generates complex molecules from just H₂ or CH₄.
Valine,1,6,ms_disc,21/70,"Fundamentally broken chemistry (e.g., claiming Strecker yields a keto acid; C3 + C4 = C5)."
Valine,2,1,perfect_rag,57/70,Mechanistically accurate step-by-step construction of the branched C5 carbon skeleton via cyanosulfidic homologation.
Valine,2,2,deep_research_claude,51/70,"Clean integration of FTT, Strecker, and modern Bucherer-Bergs pathways, though weakened by an implausible aldol branching step."
Valine,2,3,deep_research_gpt5.4,40/70,Includes valid modern pathways but suffers from heavy step-compression and mismatched products.
Valine,2,4,no_research,33/70,Good biomimetic concepts (Wood-Ljungdahl analog) ruined by severe stoichiometric failures.
Valine,2,5,ms_disc,24/70,"Fundamental misunderstandings of classic organic chemistry (e.g., Strecker yielding ketoacids)."
Valine,2,6,deep_research_gemini,23/70,Completely broken mass balance; magically generates complex molecules from H₂ or HCN alone.
Valine,3,1,perfect_rag,64/70,Flawless carbon stoichiometry (C₃ + C₁ = C₄; C₄ + C₁ = C₅) utilizing validated cyanosulfidic chemistry.
Valine,3,2,deep_research_claude,60/70,Highly logical C₂ → C₄ → C₅ flow with the brilliant inclusion of the Bucherer-Bergs CO₂-fixation pathway.
Valine,3,3,deep_research_gemini,40/70,"A valiant integration attempt, dragged down by missing carbon inputs in the hydrothermal pathway."
Valine,3,4,deep_research_gpt5.4,32/70,"Marred by ""magic leaps"" that condense complex carbon elongations into physically impossible single steps."
Valine,3,5,no_research,27/70,Fundamentally violates mass conservation (C₃ + H₂ = C₅).
Valine,3,6,ms_disc,21/70,Egregious stoichiometry errors (C₃ + C₄ = C₅) demonstrating a failure of basic chemistry.
Valine,4,1,deep_research_gpt5.4,59,"Exceptional scientific honesty, high literature accuracy, and correct identification of chemical bottlenecks without fabricating reactions."
Valine,4,2,perfect_rag,53,"Excellent formalization of the Patel cyanosulfidic network, held back only by a hallucinated ""chain-shortening"" hydrolysis step."
Valine,4,3,deep_research_claude,45,"Good overarching architecture and environmental transitions, but relies on an impossible aldol condensation to achieve carbon branching."
Valine,4,4,no_research,38,"Clever use of proto-biochemical transamination, but ruined by repeated failures to include carbon sources in chain-elongation reactions."
Valine,4,5,deep_research_gemini,33,"A disjointed compilation of theories riddled with impossible mass balances (e.g., forming a C5 molecule from H₂ alone)."
Valine,4,6,ms_disc,18,"Fundamentally broken organic chemistry; misunderstands the basic outputs of textbook reactions (e.g., Strecker synthesis)."
Valine,5,1,perfect_rag,64/70,Flawless step-by-step resolution of valine's difficult branched skeleton using validated cyanosulfidic chemistry.
Valine,5,2,deep_research_gpt5.4,48/70,"Good conceptual macro-pathways linking diverse environments, though it relies heavily on ""black-boxing"" complex steps."
Valine,5,3,deep_research_claude,46/70,Well-structured conceptually but features a fatal regiochemical flaw in its core carbon-elongation step.
Valine,5,4,no_research,32/70,Attempts biological recapitulation but is severely hampered by impossible mass-balance errors (C3 -> C5 with no input).
Valine,5,5,deep_research_gemini,30/70,Sloppy network construction; skips vast chunks of chemistry and misses vital reactants for its stated transformations.
Valine,5,6,ms_disc,18/70,Complete chemical incoherence. Misidentifies textbook reactions and invents impossible transformations.
