Molecule,Run,Rank,Config,Total Score,Key Differentiator
Threonine,2,6,no_research,42,Failed basic stoichiometric carbon counting in its target-forming bottleneck (C3+C2=C4).
Threonine,3,1,deep_research_claude,65/70,"Unmatched comprehensiveness, blending the best modern pathways (cyanosulfidic, Bucherer-Bergs) while uniquely addressing threonine's chemical fragility."
Threonine,3,2,ms_disc,63/70,Brilliant integration of cutting-edge diamidophosphate (DAP) phosphoro-Strecker chemistry and abiotic keto-acid amination networks.
Threonine,3,3,deep_research_gpt5.4,62/70,"Exceptional mechanistic precision, providing exact experimental yields, concentrations, and conditions from the primary literature."
Threonine,3,4,deep_research_gemini,56/70,"High novelty via the inclusion of historical (Weber thioester) and theoretical (Mg-porphin) alternative pathways, though slightly less plausible for primary synthesis."
Threonine,3,5,perfect_rag,50/70,"Relies on unselective formose chemistry for its precursors and proposes a somewhat circular environmental loop, despite a clever use of Aubrey 2008."
Threonine,3,6,no_research,40/70,"Proposes a highly speculative, biologically-inspired C-methylation pathway that lacks experimental prebiotic validation."
Threonine,4,1,deep_research_gpt5.4,67,Flawless chemical logic matched with exact experimental yields and conditions from primary literature.
Threonine,4,2,deep_research_claude,63,"Highly accurate cyanosulfidic route, elevated by the inclusion of realistic thermodynamic sinks (Bucherer-Bergs hydantoins)."
Threonine,4,3,deep_research_gemini,60,High novelty; successfully integrates classic (Weber thioesters) and exotic (Mg-porphin) literature with structural accuracy.
Threonine,4,4,ms_disc,48,"Great modern chemistry (DAP), but suffers from a fatal structural chemistry error in an upstream feeder aldol reaction."
Threonine,4,5,no_research,42,"Fabricates highly speculative, biologically-biased C-C bond formations that lack abiotic experimental support."
Threonine,4,6,perfect_rag,41,Contains two fundamental structural chemistry errors that completely invalidate both of its primary target-forming branches.
Threonine,5,1,deep_research_claude,61/70,"Flawlessly executes multiple correct chemical pathways (Cyanosulfidic, Bucherer-Bergs, Akabori) with no errors in the primary routes."
Threonine,5,2,deep_research_gpt5.4,52/70,"Correctly identifies lactaldehyde as the Strecker precursor, avoiding the structural errors of lower-ranked configs, though it contains an AMN error."
Threonine,5,3,deep_research_gemini,53/70,"Features incredible literature novelty (Weber thioester route), but ranks below C because it fails the canonical cyanosulfidic pathway (using glyceraldehyde)."
Threonine,5,4,ms_disc,41/70,"Introduces great modern Phosphoro-Strecker chemistry, but relies on a chemically impossible aldol reaction to build its precursor."
Threonine,5,5,perfect_rag,35/70,"Misinterprets landmark prebiotic literature; the proposed alanine+formaldehyde reaction yields $\alpha$-methylserine, not threonine."
Threonine,5,6,no_research,34/70,Suffers from a fatal C3 + C2 $\rightarrow$ C4 mass balance error at the direct target-forming step.
Valine,1,1,deep_research_gpt5.4,67/70,Flawless chemical logic; perfectly captures the complex cyanosulfidic chain-extension mechanism to bypass the branched C4 bottleneck.
Valine,1,2,perfect_rag,55/70,"Highly accurate to cyanosulfidic literature, but too narrow in scope compared to C."
Valine,1,3,no_research,43/70,"Has the right downstream hubs, but fails upstream by proposing an impossible simple aldol to form acetolactate."
Valine,1,4,deep_research_claude,37/70,"Relies on ""magic"" steps (direct aldol of acetaldehyde to isobutyraldehyde) and misapplies Bucherer-Bergs chemistry."
Valine,1,5,deep_research_gemini,30/70,"Misinterprets cyanosulfidic literature, proposing impossible stoichiometric jumps (C2 + C1 = C4)."
Valine,1,6,ms_disc,24/70,Contains a fatal chemical and mass-balance error (attempting a Strecker synthesis on a C5 keto-acid to yield a C5 aminonitrile).
Valine,2,1,deep_research_gpt5.4,68/70,"Flawless chemistry, massive literature coverage, perfect execution of the complex cyanosulfidic mechanism."
Valine,2,2,perfect_rag,55/70,"Highly accurate to validated cyanosulfidic literature, though lacks broader network redundancy."
Valine,2,3,no_research,53/70,"Elegant protometabolic topology linking keto-acids to aldehydes, hindered only by minor stoichiometry issues."
Valine,2,4,deep_research_gemini,48/70,"Broad network, but incorrectly bends cyanosulfidic chemistry to output isobutyraldehyde."
Valine,2,5,deep_research_claude,41/70,Marred by a misunderstanding of the Bucherer-Bergs reaction products.
Valine,2,6,ms_disc,30/70,Fatal organic chemistry error: applying Strecker synthesis to an alpha-keto acid.
Valine,3,1,deep_research_gpt5.4,69/70,"Absolute mastery of the literature, perfectly integrating Patel, Kaur, and Powner mechanisms with precise intermediates."
Valine,3,2,perfect_rag,60/70,"High-fidelity tracking of the cyanosulfidic pathway, though narrower in scope than Config C."
Valine,3,3,deep_research_claude,57/70,"A solid, highly honest baseline network that correctly identifies literature gaps instead of inventing bad chemistry."
Valine,3,4,deep_research_gemini,53/70,"Good chemistry, but suffers from geographic/environmental routing logic that defies prebiotic geochemical realities."
Valine,3,5,no_research,47/70,"Attempted a clever biomimetic route, but failed to realize that the required carbon coupling requires umpolung catalysis, not simple aldol."
Valine,3,6,ms_disc,31/70,Contains a fatal stoichiometric error (attempting Strecker on a C5 keto acid to yield a C5 aminonitrile).
Valine,4,1,deep_research_gpt5.4,63/70,"Flawless carbon counting and exact integration of cutting-edge literature (Patel, Powner, Kaur)."
Valine,4,2,perfect_rag,53/70,"Accurately captures the cyanosulfidic route via acetone, though less diverse than C."
Valine,4,3,deep_research_claude,51/70,"Conceptually sound and intellectually honest about bottlenecks, despite some generic chemistry."
Valine,4,4,no_research,47/70,"Creative use of biological intermediates, but fails to account for necessary umpolung mechanics."
Valine,4,5,deep_research_gemini,40/70,Chemically nonsensical homologation of C2 sugars directly to branched C4 aldehydes.
Valine,4,6,ms_disc,33/70,Fatal carbon-counting error: applying Strecker chemistry to a C5 precursor to make a C5 target.
Valine,5,1,deep_research_gpt5.4,66/70,"Flawless integration of 4 major, distinct literature pathways; highly accurate intermediate mapping."
Valine,5,2,no_research,61/70,Exceptional conceptual innovation bridging protometabolic skeleton assembly with Strecker amination.
Valine,5,3,deep_research_claude,61/70,"A solid, well-rounded network that accurately accounts for yields and uses modern mechanistic details (formamide buffering)."
Valine,5,4,perfect_rag,56/70,"Highly accurate to a single major paper, but lacks network diversity and cross-environmental redundancy."
Valine,5,5,deep_research_gemini,54/70,Good structural concepts but misapplies the chemistry of the cyanosulfidic route to produce the wrong intermediate.
Valine,5,6,ms_disc,53/70,"Relies heavily on a sterically hindered ketone-Strecker reaction, leaving the crucial skeleton assembly undefined."
