Molecule,Run,Config,Criterion,Score
Glycine,5,C,Novelty of Reactions,6
Glycine,5,C,Total,41
Glycine,5,D,Chemical Feasibility,8
Glycine,5,D,Pathway Coherence,9
Glycine,5,D,Environmental Consistency,8
Glycine,5,D,Mechanistic Detail,8
Glycine,5,D,Network Completeness,9
Glycine,5,D,Prebiotic Plausibility,8
Glycine,5,D,Novelty of Reactions,8
Glycine,5,D,Total,58
Glycine,5,E,Chemical Feasibility,6
Glycine,5,E,Pathway Coherence,3
Glycine,5,E,Environmental Consistency,5
Glycine,5,E,Mechanistic Detail,6
Glycine,5,E,Network Completeness,2
Glycine,5,E,Prebiotic Plausibility,3
Glycine,5,E,Novelty of Reactions,4
Glycine,5,E,Total,29
Glycine,5,F,Chemical Feasibility,4
Glycine,5,F,Pathway Coherence,6
Glycine,5,F,Environmental Consistency,8
Glycine,5,F,Mechanistic Detail,5
Glycine,5,F,Network Completeness,7
Glycine,5,F,Prebiotic Plausibility,6
Glycine,5,F,Novelty of Reactions,7
Glycine,5,F,Total,43
Histidine,1,A,Chemical Feasibility,8
Histidine,1,A,Pathway Coherence,8
Histidine,1,A,Environmental Consistency,8
Histidine,1,A,Mechanistic Detail,8
Histidine,1,A,Network Completeness,9
Histidine,1,A,Prebiotic Plausibility,8
Histidine,1,A,Novelty of Reactions,8
Histidine,1,A,Total,57
Histidine,1,B,Chemical Feasibility,5
Histidine,1,B,Pathway Coherence,6
Histidine,1,B,Environmental Consistency,8
Histidine,1,B,Mechanistic Detail,6
Histidine,1,B,Network Completeness,7
Histidine,1,B,Prebiotic Plausibility,6
Histidine,1,B,Novelty of Reactions,7
Histidine,1,B,Total,45
Histidine,1,C,Chemical Feasibility,7
Histidine,1,C,Pathway Coherence,9
Histidine,1,C,Environmental Consistency,9
Histidine,1,C,Mechanistic Detail,9
Histidine,1,C,Network Completeness,8
Histidine,1,C,Prebiotic Plausibility,8
Histidine,1,C,Novelty of Reactions,9
Histidine,1,C,Total,59
Histidine,1,D,Chemical Feasibility,3
Histidine,1,D,Pathway Coherence,4
Histidine,1,D,Environmental Consistency,7
Histidine,1,D,Mechanistic Detail,3
Histidine,1,D,Network Completeness,6
Histidine,1,D,Prebiotic Plausibility,3
Histidine,1,D,Novelty of Reactions,5
Histidine,1,D,Total,31
Histidine,1,F,Chemical Feasibility,3
Histidine,1,F,Pathway Coherence,4
Histidine,1,F,Environmental Consistency,7
Histidine,1,F,Mechanistic Detail,3
Histidine,1,F,Network Completeness,5
Histidine,1,F,Prebiotic Plausibility,4
Histidine,1,F,Novelty of Reactions,6
Histidine,1,F,Total,32
Histidine,2,A,Chemical Feasibility,8
Histidine,2,A,Pathway Coherence,8
Histidine,2,A,Environmental Consistency,8
Histidine,2,A,Mechanistic Detail,8
Histidine,2,A,Network Completeness,8
Histidine,2,A,Prebiotic Plausibility,9
Histidine,2,A,Novelty of Reactions,7
Histidine,2,A,Total,56
Histidine,2,B,Chemical Feasibility,8
Histidine,2,B,Pathway Coherence,7
Histidine,2,B,Environmental Consistency,8
Histidine,2,B,Mechanistic Detail,7
Histidine,2,B,Network Completeness,8
Histidine,2,B,Prebiotic Plausibility,8
Histidine,2,B,Novelty of Reactions,7
Histidine,2,B,Total,53
Histidine,2,C,Chemical Feasibility,9
Histidine,2,C,Pathway Coherence,9
Histidine,2,C,Environmental Consistency,9
Histidine,2,C,Mechanistic Detail,9
Histidine,2,C,Network Completeness,9
Histidine,2,C,Prebiotic Plausibility,9
Histidine,2,C,Novelty of Reactions,9
Histidine,2,C,Total,63
Histidine,2,D,Chemical Feasibility,4
Histidine,2,D,Pathway Coherence,4
Histidine,2,D,Environmental Consistency,7
Histidine,2,D,Mechanistic Detail,4
Histidine,2,D,Network Completeness,6
Histidine,2,D,Prebiotic Plausibility,4
Histidine,2,D,Novelty of Reactions,6
Histidine,2,D,Total,35
Histidine,2,F,Chemical Feasibility,3
Histidine,2,F,Pathway Coherence,4
Histidine,2,F,Environmental Consistency,6
Histidine,2,F,Mechanistic Detail,3
Histidine,2,F,Network Completeness,5
Histidine,2,F,Prebiotic Plausibility,3
Histidine,2,F,Novelty of Reactions,5
Histidine,2,F,Total,29
Histidine,3,A,Chemical Feasibility,7
Histidine,3,A,Pathway Coherence,6
Histidine,3,A,Environmental Consistency,8
Histidine,3,A,Mechanistic Detail,7
Histidine,3,A,Network Completeness,8
Histidine,3,A,Prebiotic Plausibility,7
Histidine,3,A,Novelty of Reactions,5
Histidine,3,A,Total,48
Histidine,3,B,Chemical Feasibility,7
Histidine,3,B,Pathway Coherence,7
Histidine,3,B,Environmental Consistency,8
Histidine,3,B,Mechanistic Detail,7
Histidine,3,B,Network Completeness,8
Histidine,3,B,Prebiotic Plausibility,7
Histidine,3,B,Novelty of Reactions,6
Histidine,3,B,Total,50
Histidine,3,C,Chemical Feasibility,8
Histidine,3,C,Pathway Coherence,9
Histidine,3,C,Environmental Consistency,9
Histidine,3,C,Mechanistic Detail,9
Histidine,3,C,Network Completeness,9
Histidine,3,C,Prebiotic Plausibility,9
Histidine,3,C,Novelty of Reactions,9
Histidine,3,C,Total,62
Histidine,3,D,Chemical Feasibility,3
Histidine,3,D,Pathway Coherence,5
Histidine,3,D,Environmental Consistency,7
Histidine,3,D,Mechanistic Detail,5
Histidine,3,D,Network Completeness,6
Histidine,3,D,Prebiotic Plausibility,4
Histidine,3,D,Novelty of Reactions,6
Histidine,3,D,Total,36
Histidine,3,F,Chemical Feasibility,5
Histidine,3,F,Pathway Coherence,7
Histidine,3,F,Environmental Consistency,8
Histidine,3,F,Mechanistic Detail,6
Histidine,3,F,Network Completeness,7
Histidine,3,F,Prebiotic Plausibility,6
Histidine,3,F,Novelty of Reactions,8
Histidine,3,F,Total,47
Histidine,4,A,Chemical Feasibility,8
Histidine,4,A,Pathway Coherence,8
Histidine,4,A,Environmental Consistency,8
Histidine,4,A,Mechanistic Detail,8
Histidine,4,A,Network Completeness,9
Histidine,4,A,Prebiotic Plausibility,8
Histidine,4,A,Novelty of Reactions,7
Histidine,4,A,Total,56
Histidine,4,B,Chemical Feasibility,6
Histidine,4,B,Pathway Coherence,7
Histidine,4,B,Environmental Consistency,8
Histidine,4,B,Mechanistic Detail,7
Histidine,4,B,Network Completeness,8
Histidine,4,B,Prebiotic Plausibility,7
Histidine,4,B,Novelty of Reactions,7
Histidine,4,B,Total,50
Histidine,4,C,Chemical Feasibility,8
Histidine,4,C,Pathway Coherence,9
Histidine,4,C,Environmental Consistency,9
Histidine,4,C,Mechanistic Detail,9
Histidine,4,C,Network Completeness,9
Histidine,4,C,Prebiotic Plausibility,9
Histidine,4,C,Novelty of Reactions,9
Histidine,4,C,Total,62
Histidine,4,D,Chemical Feasibility,3
Histidine,4,D,Pathway Coherence,5
Histidine,4,D,Environmental Consistency,8
Histidine,4,D,Mechanistic Detail,4
Histidine,4,D,Network Completeness,6
Histidine,4,D,Prebiotic Plausibility,4
Histidine,4,D,Novelty of Reactions,6
Histidine,4,D,Total,36
Histidine,4,F,Chemical Feasibility,3
Histidine,4,F,Pathway Coherence,4
Histidine,4,F,Environmental Consistency,8
Histidine,4,F,Mechanistic Detail,4
Histidine,4,F,Network Completeness,6
Histidine,4,F,Prebiotic Plausibility,4
Histidine,4,F,Novelty of Reactions,7
Histidine,4,F,Total,36
Histidine,5,A,Chemical Feasibility,8
Histidine,5,A,Pathway Coherence,8
Histidine,5,A,Environmental Consistency,8
Histidine,5,A,Mechanistic Detail,7
Histidine,5,A,Network Completeness,8
Histidine,5,A,Prebiotic Plausibility,7
Histidine,5,A,Novelty of Reactions,8
Histidine,5,A,Total,54
Histidine,5,B,Chemical Feasibility,6
Histidine,5,B,Pathway Coherence,7
Histidine,5,B,Environmental Consistency,8
Histidine,5,B,Mechanistic Detail,5
Histidine,5,B,Network Completeness,8
Histidine,5,B,Prebiotic Plausibility,6
Histidine,5,B,Novelty of Reactions,8
Histidine,5,B,Total,48
Histidine,5,C,Chemical Feasibility,9
Histidine,5,C,Pathway Coherence,9
Histidine,5,C,Environmental Consistency,9
Histidine,5,C,Mechanistic Detail,9
Histidine,5,C,Network Completeness,9
Histidine,5,C,Prebiotic Plausibility,9
Histidine,5,C,Novelty of Reactions,9
Histidine,5,C,Total,63
Histidine,5,D,Chemical Feasibility,3
Histidine,5,D,Pathway Coherence,5
Histidine,5,D,Environmental Consistency,7
Histidine,5,D,Mechanistic Detail,4
Histidine,5,D,Network Completeness,7
Histidine,5,D,Prebiotic Plausibility,4
Histidine,5,D,Novelty of Reactions,6
Histidine,5,D,Total,36
Histidine,5,F,Chemical Feasibility,4
Histidine,5,F,Pathway Coherence,6
Histidine,5,F,Environmental Consistency,8
Histidine,5,F,Mechanistic Detail,5
Histidine,5,F,Network Completeness,7
Histidine,5,F,Prebiotic Plausibility,5
Histidine,5,F,Novelty of Reactions,8
Histidine,5,F,Total,43
L-Alanine,1,A,Chemical Feasibility,6
L-Alanine,1,A,Pathway Coherence,7
L-Alanine,1,A,Environmental Consistency,8
L-Alanine,1,A,Mechanistic Detail,7
L-Alanine,1,A,Network Completeness,8
L-Alanine,1,A,Prebiotic Plausibility,8
L-Alanine,1,A,Novelty of Reactions,9
L-Alanine,1,A,Total,53
L-Alanine,1,B,Chemical Feasibility,4
L-Alanine,1,B,Pathway Coherence,5
L-Alanine,1,B,Environmental Consistency,5
L-Alanine,1,B,Mechanistic Detail,5
L-Alanine,1,B,Network Completeness,7
L-Alanine,1,B,Prebiotic Plausibility,6
L-Alanine,1,B,Novelty of Reactions,7
L-Alanine,1,B,Total,39
L-Alanine,1,C,Chemical Feasibility,7
L-Alanine,1,C,Pathway Coherence,3
L-Alanine,1,C,Environmental Consistency,4
L-Alanine,1,C,Mechanistic Detail,7
L-Alanine,1,C,Network Completeness,2
L-Alanine,1,C,Prebiotic Plausibility,5
L-Alanine,1,C,Novelty of Reactions,8
L-Alanine,1,C,Total,36
L-Alanine,1,D,Chemical Feasibility,9
L-Alanine,1,D,Pathway Coherence,9
L-Alanine,1,D,Environmental Consistency,9
L-Alanine,1,D,Mechanistic Detail,9
L-Alanine,1,D,Network Completeness,6
L-Alanine,1,D,Prebiotic Plausibility,9
L-Alanine,1,D,Novelty of Reactions,10
L-Alanine,1,D,Total,61
L-Alanine,1,E,Chemical Feasibility,6
L-Alanine,1,E,Pathway Coherence,2
L-Alanine,1,E,Environmental Consistency,7
L-Alanine,1,E,Mechanistic Detail,5
L-Alanine,1,E,Network Completeness,1
L-Alanine,1,E,Prebiotic Plausibility,4
L-Alanine,1,E,Novelty of Reactions,5
L-Alanine,1,E,Total,30
L-Alanine,1,F,Chemical Feasibility,7
L-Alanine,1,F,Pathway Coherence,8
L-Alanine,1,F,Environmental Consistency,6
L-Alanine,1,F,Mechanistic Detail,7
L-Alanine,1,F,Network Completeness,7
L-Alanine,1,F,Prebiotic Plausibility,7
L-Alanine,1,F,Novelty of Reactions,7
L-Alanine,1,F,Total,49
L-Alanine,2,A,Chemical Feasibility,9
L-Alanine,2,A,Pathway Coherence,9
L-Alanine,2,A,Environmental Consistency,9
L-Alanine,2,A,Mechanistic Detail,8
L-Alanine,2,A,Network Completeness,10
L-Alanine,2,A,Prebiotic Plausibility,9
L-Alanine,2,A,Novelty of Reactions,9
L-Alanine,2,A,Total,63
L-Alanine,2,B,Chemical Feasibility,9
L-Alanine,2,B,Pathway Coherence,9
L-Alanine,2,B,Environmental Consistency,9
L-Alanine,2,B,Mechanistic Detail,8
L-Alanine,2,B,Network Completeness,8
L-Alanine,2,B,Prebiotic Plausibility,9
L-Alanine,2,B,Novelty of Reactions,8
L-Alanine,2,B,Total,60
L-Alanine,2,C,Chemical Feasibility,10
L-Alanine,2,C,Pathway Coherence,10
L-Alanine,2,C,Environmental Consistency,9
L-Alanine,2,C,Mechanistic Detail,9
L-Alanine,2,C,Network Completeness,9
L-Alanine,2,C,Prebiotic Plausibility,10
L-Alanine,2,C,Novelty of Reactions,10
L-Alanine,2,C,Total,67
L-Alanine,2,D,Chemical Feasibility,8
L-Alanine,2,D,Pathway Coherence,7
L-Alanine,2,D,Environmental Consistency,8
L-Alanine,2,D,Mechanistic Detail,7
L-Alanine,2,D,Network Completeness,8
L-Alanine,2,D,Prebiotic Plausibility,8
L-Alanine,2,D,Novelty of Reactions,9
L-Alanine,2,D,Total,55
L-Alanine,2,E,Chemical Feasibility,8
L-Alanine,2,E,Pathway Coherence,6
L-Alanine,2,E,Environmental Consistency,8
L-Alanine,2,E,Mechanistic Detail,7
L-Alanine,2,E,Network Completeness,4
L-Alanine,2,E,Prebiotic Plausibility,6
L-Alanine,2,E,Novelty of Reactions,8
L-Alanine,2,E,Total,47
L-Alanine,2,F,Chemical Feasibility,7
L-Alanine,2,F,Pathway Coherence,7
L-Alanine,2,F,Environmental Consistency,8
L-Alanine,2,F,Mechanistic Detail,6
L-Alanine,2,F,Network Completeness,7
L-Alanine,2,F,Prebiotic Plausibility,7
L-Alanine,2,F,Novelty of Reactions,6
L-Alanine,2,F,Total,48
L-Alanine,3,A,Chemical Feasibility,7
L-Alanine,3,A,Pathway Coherence,8
L-Alanine,3,A,Environmental Consistency,9
L-Alanine,3,A,Mechanistic Detail,8
L-Alanine,3,A,Network Completeness,9
L-Alanine,3,A,Prebiotic Plausibility,8
L-Alanine,3,A,Novelty of Reactions,8
L-Alanine,3,A,Total,57
L-Alanine,3,B,Chemical Feasibility,4
L-Alanine,3,B,Pathway Coherence,6
L-Alanine,3,B,Environmental Consistency,8
L-Alanine,3,B,Mechanistic Detail,6
L-Alanine,3,B,Network Completeness,7
L-Alanine,3,B,Prebiotic Plausibility,7
L-Alanine,3,B,Novelty of Reactions,6
L-Alanine,3,B,Total,44
L-Alanine,3,C,Chemical Feasibility,8
L-Alanine,3,C,Pathway Coherence,9
L-Alanine,3,C,Environmental Consistency,9
L-Alanine,3,C,Mechanistic Detail,9
L-Alanine,3,C,Network Completeness,9
L-Alanine,3,C,Prebiotic Plausibility,9
L-Alanine,3,C,Novelty of Reactions,10
L-Alanine,3,C,Total,63
L-Alanine,3,D,Chemical Feasibility,6
L-Alanine,3,D,Pathway Coherence,8
L-Alanine,3,D,Environmental Consistency,8
L-Alanine,3,D,Mechanistic Detail,7
L-Alanine,3,D,Network Completeness,8
L-Alanine,3,D,Prebiotic Plausibility,8
L-Alanine,3,D,Novelty of Reactions,9
L-Alanine,3,D,Total,54
L-Alanine,3,E,Chemical Feasibility,5
L-Alanine,3,E,Pathway Coherence,4
L-Alanine,3,E,Environmental Consistency,7
L-Alanine,3,E,Mechanistic Detail,6
L-Alanine,3,E,Network Completeness,4
L-Alanine,3,E,Prebiotic Plausibility,7
L-Alanine,3,E,Novelty of Reactions,6
L-Alanine,3,E,Total,39
L-Alanine,3,F,Chemical Feasibility,6
L-Alanine,3,F,Pathway Coherence,8
L-Alanine,3,F,Environmental Consistency,8
L-Alanine,3,F,Mechanistic Detail,7
L-Alanine,3,F,Network Completeness,8
L-Alanine,3,F,Prebiotic Plausibility,8
L-Alanine,3,F,Novelty of Reactions,7
L-Alanine,3,F,Total,52
L-Alanine,4,A,Chemical Feasibility,9
L-Alanine,4,A,Pathway Coherence,9
L-Alanine,4,A,Environmental Consistency,9
L-Alanine,4,A,Mechanistic Detail,9
L-Alanine,4,A,Network Completeness,10
L-Alanine,4,A,Prebiotic Plausibility,10
L-Alanine,4,A,Novelty of Reactions,9
L-Alanine,4,A,Total,65
L-Alanine,4,B,Chemical Feasibility,8
L-Alanine,4,B,Pathway Coherence,8
L-Alanine,4,B,Environmental Consistency,9
L-Alanine,4,B,Mechanistic Detail,8
L-Alanine,4,B,Network Completeness,8
L-Alanine,4,B,Prebiotic Plausibility,8
L-Alanine,4,B,Novelty of Reactions,8
L-Alanine,4,B,Total,57
L-Alanine,4,C,Chemical Feasibility,9
L-Alanine,4,C,Pathway Coherence,5
L-Alanine,4,C,Environmental Consistency,9
L-Alanine,4,C,Mechanistic Detail,9
L-Alanine,4,C,Network Completeness,4
L-Alanine,4,C,Prebiotic Plausibility,8
L-Alanine,4,C,Novelty of Reactions,10
L-Alanine,4,C,Total,54
L-Alanine,4,D,Chemical Feasibility,9
L-Alanine,4,D,Pathway Coherence,10
L-Alanine,4,D,Environmental Consistency,9
L-Alanine,4,D,Mechanistic Detail,9
L-Alanine,4,D,Network Completeness,10
L-Alanine,4,D,Prebiotic Plausibility,10
L-Alanine,4,D,Novelty of Reactions,10
L-Alanine,4,D,Total,67
L-Alanine,4,E,Chemical Feasibility,7
L-Alanine,4,E,Pathway Coherence,3
L-Alanine,4,E,Environmental Consistency,8
L-Alanine,4,E,Mechanistic Detail,7
L-Alanine,4,E,Network Completeness,2
L-Alanine,4,E,Prebiotic Plausibility,5
L-Alanine,4,E,Novelty of Reactions,7
L-Alanine,4,E,Total,39
L-Alanine,4,F,Chemical Feasibility,6
L-Alanine,4,F,Pathway Coherence,7
L-Alanine,4,F,Environmental Consistency,8
L-Alanine,4,F,Mechanistic Detail,6
L-Alanine,4,F,Network Completeness,9
L-Alanine,4,F,Prebiotic Plausibility,7
L-Alanine,4,F,Novelty of Reactions,6
L-Alanine,4,F,Total,49
L-Alanine,5,A,Chemical Feasibility,8
L-Alanine,5,A,Pathway Coherence,9
L-Alanine,5,A,Environmental Consistency,9
L-Alanine,5,A,Mechanistic Detail,9
L-Alanine,5,A,Network Completeness,10
L-Alanine,5,A,Prebiotic Plausibility,9
L-Alanine,5,A,Novelty of Reactions,9
L-Alanine,5,A,Total,63
L-Alanine,5,B,Chemical Feasibility,7
L-Alanine,5,B,Pathway Coherence,8
L-Alanine,5,B,Environmental Consistency,6
L-Alanine,5,B,Mechanistic Detail,8
L-Alanine,5,B,Network Completeness,8
L-Alanine,5,B,Prebiotic Plausibility,9
L-Alanine,5,B,Novelty of Reactions,8
L-Alanine,5,B,Total,54
L-Alanine,5,C,Chemical Feasibility,9
L-Alanine,5,C,Pathway Coherence,10
L-Alanine,5,C,Environmental Consistency,10
L-Alanine,5,C,Mechanistic Detail,10
L-Alanine,5,C,Network Completeness,9
L-Alanine,5,C,Prebiotic Plausibility,10
L-Alanine,5,C,Novelty of Reactions,10
L-Alanine,5,C,Total,68
L-Alanine,5,D,Chemical Feasibility,4
L-Alanine,5,D,Pathway Coherence,7
L-Alanine,5,D,Environmental Consistency,8
L-Alanine,5,D,Mechanistic Detail,6
L-Alanine,5,D,Network Completeness,8
L-Alanine,5,D,Prebiotic Plausibility,7
L-Alanine,5,D,Novelty of Reactions,8
L-Alanine,5,D,Total,48
L-Alanine,5,E,Chemical Feasibility,8
L-Alanine,5,E,Pathway Coherence,5
L-Alanine,5,E,Environmental Consistency,8
L-Alanine,5,E,Mechanistic Detail,7
L-Alanine,5,E,Network Completeness,4
L-Alanine,5,E,Prebiotic Plausibility,8
L-Alanine,5,E,Novelty of Reactions,6
L-Alanine,5,E,Total,46
L-Alanine,5,F,Chemical Feasibility,6
L-Alanine,5,F,Pathway Coherence,7
L-Alanine,5,F,Environmental Consistency,7
L-Alanine,5,F,Mechanistic Detail,6
L-Alanine,5,F,Network Completeness,8
L-Alanine,5,F,Prebiotic Plausibility,8
L-Alanine,5,F,Novelty of Reactions,5
L-Alanine,5,F,Total,47
L-Proline,1,A,Chemical Feasibility,6
L-Proline,1,A,Pathway Coherence,8
L-Proline,1,A,Environmental Consistency,9
L-Proline,1,A,Mechanistic Detail,8
L-Proline,1,A,Network Completeness,9
L-Proline,1,A,Prebiotic Plausibility,8
L-Proline,1,A,Novelty of Reactions,8
L-Proline,1,A,Total,56
L-Proline,1,B,Chemical Feasibility,8
L-Proline,1,B,Pathway Coherence,9
L-Proline,1,B,Environmental Consistency,9
L-Proline,1,B,Mechanistic Detail,7
L-Proline,1,B,Network Completeness,10
L-Proline,1,B,Prebiotic Plausibility,9
L-Proline,1,B,Novelty of Reactions,9
L-Proline,1,B,Total,61
L-Proline,1,C,Chemical Feasibility,2
L-Proline,1,C,Pathway Coherence,4
L-Proline,1,C,Environmental Consistency,5
L-Proline,1,C,Mechanistic Detail,2
L-Proline,1,C,Network Completeness,4
L-Proline,1,C,Prebiotic Plausibility,3
L-Proline,1,C,Novelty of Reactions,4
L-Proline,1,C,Total,24
L-Proline,1,D,Chemical Feasibility,5
L-Proline,1,D,Pathway Coherence,3
L-Proline,1,D,Environmental Consistency,7
L-Proline,1,D,Mechanistic Detail,4
L-Proline,1,D,Network Completeness,5
L-Proline,1,D,Prebiotic Plausibility,6
L-Proline,1,D,Novelty of Reactions,5
L-Proline,1,D,Total,35
L-Proline,1,E,Chemical Feasibility,7
L-Proline,1,E,Pathway Coherence,8
L-Proline,1,E,Environmental Consistency,8
L-Proline,1,E,Mechanistic Detail,8
L-Proline,1,E,Network Completeness,4
L-Proline,1,E,Prebiotic Plausibility,9
L-Proline,1,E,Novelty of Reactions,6
L-Proline,1,E,Total,50
L-Proline,1,F,Chemical Feasibility,3
L-Proline,1,F,Pathway Coherence,5
L-Proline,1,F,Environmental Consistency,7
L-Proline,1,F,Mechanistic Detail,4
L-Proline,1,F,Network Completeness,6
L-Proline,1,F,Prebiotic Plausibility,4
L-Proline,1,F,Novelty of Reactions,5
L-Proline,1,F,Total,34
L-Proline,2,A,Chemical Feasibility,8
L-Proline,2,A,Pathway Coherence,9
L-Proline,2,A,Environmental Consistency,9
L-Proline,2,A,Mechanistic Detail,8
L-Proline,2,A,Network Completeness,9
L-Proline,2,A,Prebiotic Plausibility,9
L-Proline,2,A,Novelty of Reactions,8
L-Proline,2,A,Total,60
L-Proline,2,B,Chemical Feasibility,8
L-Proline,2,B,Pathway Coherence,9
L-Proline,2,B,Environmental Consistency,9
L-Proline,2,B,Mechanistic Detail,8
L-Proline,2,B,Network Completeness,7
L-Proline,2,B,Prebiotic Plausibility,8
L-Proline,2,B,Novelty of Reactions,9
L-Proline,2,B,Total,58
L-Proline,2,C,Chemical Feasibility,5
L-Proline,2,C,Pathway Coherence,4
L-Proline,2,C,Environmental Consistency,6
L-Proline,2,C,Mechanistic Detail,4
L-Proline,2,C,Network Completeness,4
L-Proline,2,C,Prebiotic Plausibility,6
L-Proline,2,C,Novelty of Reactions,5
L-Proline,2,C,Total,34
L-Proline,2,D,Chemical Feasibility,5
L-Proline,2,D,Pathway Coherence,4
L-Proline,2,D,Environmental Consistency,7
L-Proline,2,D,Mechanistic Detail,5
L-Proline,2,D,Network Completeness,5
L-Proline,2,D,Prebiotic Plausibility,6
L-Proline,2,D,Novelty of Reactions,7
L-Proline,2,D,Total,39
L-Proline,2,E,Chemical Feasibility,9
L-Proline,2,E,Pathway Coherence,8
L-Proline,2,E,Environmental Consistency,7
L-Proline,2,E,Mechanistic Detail,9
L-Proline,2,E,Network Completeness,5
L-Proline,2,E,Prebiotic Plausibility,9
L-Proline,2,E,Novelty of Reactions,4
L-Proline,2,E,Total,51
L-Proline,2,F,Chemical Feasibility,6
L-Proline,2,F,Pathway Coherence,8
L-Proline,2,F,Environmental Consistency,8
L-Proline,2,F,Mechanistic Detail,7
L-Proline,2,F,Network Completeness,9
L-Proline,2,F,Prebiotic Plausibility,7
L-Proline,2,F,Novelty of Reactions,9
L-Proline,2,F,Total,54
L-Proline,3,A,Chemical Feasibility,10
L-Proline,3,A,Pathway Coherence,10
L-Proline,3,A,Environmental Consistency,9
L-Proline,3,A,Mechanistic Detail,10
L-Proline,3,A,Network Completeness,10
L-Proline,3,A,Prebiotic Plausibility,9
L-Proline,3,A,Novelty of Reactions,9
L-Proline,3,A,Total,67
L-Proline,3,B,Chemical Feasibility,7
L-Proline,3,B,Pathway Coherence,8
L-Proline,3,B,Environmental Consistency,9
L-Proline,3,B,Mechanistic Detail,7
L-Proline,3,B,Network Completeness,9
L-Proline,3,B,Prebiotic Plausibility,8
L-Proline,3,B,Novelty of Reactions,9
L-Proline,3,B,Total,57
L-Proline,3,C,Chemical Feasibility,8
L-Proline,3,C,Pathway Coherence,7
L-Proline,3,C,Environmental Consistency,9
L-Proline,3,C,Mechanistic Detail,5
L-Proline,3,C,Network Completeness,8
L-Proline,3,C,Prebiotic Plausibility,10
L-Proline,3,C,Novelty of Reactions,6
L-Proline,3,C,Total,53
L-Proline,3,D,Chemical Feasibility,3
L-Proline,3,D,Pathway Coherence,4
L-Proline,3,D,Environmental Consistency,7
L-Proline,3,D,Mechanistic Detail,4
L-Proline,3,D,Network Completeness,6
L-Proline,3,D,Prebiotic Plausibility,5
L-Proline,3,D,Novelty of Reactions,5
L-Proline,3,D,Total,34
L-Proline,3,E,Chemical Feasibility,8
L-Proline,3,E,Pathway Coherence,9
L-Proline,3,E,Environmental Consistency,8
L-Proline,3,E,Mechanistic Detail,7
L-Proline,3,E,Network Completeness,6
L-Proline,3,E,Prebiotic Plausibility,9
L-Proline,3,E,Novelty of Reactions,8
L-Proline,3,E,Total,55
L-Proline,3,F,Chemical Feasibility,4
L-Proline,3,F,Pathway Coherence,5
L-Proline,3,F,Environmental Consistency,8
L-Proline,3,F,Mechanistic Detail,6
L-Proline,3,F,Network Completeness,8
L-Proline,3,F,Prebiotic Plausibility,6
L-Proline,3,F,Novelty of Reactions,6
L-Proline,3,F,Total,43
L-Proline,4,A,Chemical Feasibility,6
L-Proline,4,A,Pathway Coherence,7
L-Proline,4,A,Environmental Consistency,9
L-Proline,4,A,Mechanistic Detail,7
L-Proline,4,A,Network Completeness,9
L-Proline,4,A,Prebiotic Plausibility,9
L-Proline,4,A,Novelty of Reactions,8
L-Proline,4,A,Total,55
L-Proline,4,B,Chemical Feasibility,9
L-Proline,4,B,Pathway Coherence,10
L-Proline,4,B,Environmental Consistency,9
L-Proline,4,B,Mechanistic Detail,9
L-Proline,4,B,Network Completeness,9
L-Proline,4,B,Prebiotic Plausibility,9
L-Proline,4,B,Novelty of Reactions,9
L-Proline,4,B,Total,64
L-Proline,4,C,Chemical Feasibility,5
L-Proline,4,C,Pathway Coherence,5
L-Proline,4,C,Environmental Consistency,7
L-Proline,4,C,Mechanistic Detail,3
L-Proline,4,C,Network Completeness,5
L-Proline,4,C,Prebiotic Plausibility,8
L-Proline,4,C,Novelty of Reactions,7
L-Proline,4,C,Total,40
L-Proline,4,D,Chemical Feasibility,5
L-Proline,4,D,Pathway Coherence,6
L-Proline,4,D,Environmental Consistency,8
L-Proline,4,D,Mechanistic Detail,4
L-Proline,4,D,Network Completeness,6
L-Proline,4,D,Prebiotic Plausibility,7
L-Proline,4,D,Novelty of Reactions,7
L-Proline,4,D,Total,43
L-Proline,4,E,Chemical Feasibility,7
L-Proline,4,E,Pathway Coherence,6
L-Proline,4,E,Environmental Consistency,8
L-Proline,4,E,Mechanistic Detail,8
L-Proline,4,E,Network Completeness,3
L-Proline,4,E,Prebiotic Plausibility,8
L-Proline,4,E,Novelty of Reactions,5
L-Proline,4,E,Total,45
L-Proline,4,F,Chemical Feasibility,2
L-Proline,4,F,Pathway Coherence,4
L-Proline,4,F,Environmental Consistency,7
L-Proline,4,F,Mechanistic Detail,3
L-Proline,4,F,Network Completeness,6
L-Proline,4,F,Prebiotic Plausibility,5
L-Proline,4,F,Novelty of Reactions,6
L-Proline,4,F,Total,33
L-Proline,5,A,Chemical Feasibility,8
L-Proline,5,A,Pathway Coherence,9
L-Proline,5,A,Environmental Consistency,9
L-Proline,5,A,Mechanistic Detail,8
L-Proline,5,A,Network Completeness,9
L-Proline,5,A,Prebiotic Plausibility,9
L-Proline,5,A,Novelty of Reactions,8
L-Proline,5,A,Total,60
L-Proline,5,B,Chemical Feasibility,9
L-Proline,5,B,Pathway Coherence,10
L-Proline,5,B,Environmental Consistency,9
L-Proline,5,B,Mechanistic Detail,9
L-Proline,5,B,Network Completeness,9
L-Proline,5,B,Prebiotic Plausibility,9
L-Proline,5,B,Novelty of Reactions,9
