Molecule,Run,Rank,Config,Total Score,Key Differentiator
Threonine,2,5,deep_research_gemini,44,Structurally ambitious but crippled by fundamental errors in cross-aldol regiochemistry and nitrile hydrolysis mechanisms.
Threonine,2,6,perfect_rag,37,Invalidated by a fatal structural error: the proposed aldol reaction yields alpha-methylserine instead of threonine.
Threonine,3,1,no_research,64,Strict unidirectional environmental flow; flawless chemical scaffolding; highly creative alternative HCN/HCHO sources.
Threonine,3,2,deep_research_gpt5.4,63,Brilliant integration of Thanassi's AMN condensation pathway; entirely avoids the regiochemical traps of the aldol routes.
Threonine,3,3,deep_research_claude,59,"Massive network with great features (ice eutectic, Bucherer-Bergs, chiral amplification), slightly marred by a glyceraldehyde Strecker error."
Threonine,3,4,ms_disc,56,"Very creative use of acyloin umpolung chemistry and phosphoro-Strecker, but inverted the donor/acceptor roles in the mechanism."
Threonine,3,5,deep_research_gemini,43,"Failed basic aldol regiochemistry (yielded 3-hydroxypropanal) and misapplied the Prebiotic Sugar Pathway (yields homoserine, not threonine)."
Threonine,3,6,perfect_rag,30,"Catastrophic structural error. Aldol condensation of alanine + formaldehyde produces a branched amino acid (2-methylserine), not threonine."
Threonine,4,1,deep_research_gpt5.4,64/70,Flawless organic chemistry; brilliant inclusion of the Thanassi AMN condensation route.
Threonine,4,2,no_research,56/70,"Unidirectional environmental flow and excellent alternative pathways (DHA), with only minor regioselectivity concerns."
Threonine,4,3,ms_disc,51/70,"Creative use of Phosphoro-Strecker chemistry, but hindered by inverted acyloin regiochemistry."
Threonine,4,4,deep_research_gemini,43/70,Failed to account for proper enolate regiochemistry in aldol steps and C4 deoxygenation.
Threonine,4,5,deep_research_claude,41/70,Included a direct Strecker on glyceraldehyde which chemically yields the wrong target (a dihydroxy amino acid).
Threonine,4,6,perfect_rag,34/70,"Fundamental skeletal error: alpha-alkylation of alanine yields a branched alpha-methyl amino acid, not linear threonine."
Threonine,5,**1**,deep_research_gpt5.4,63/70,**Flawless execution.** The use of the Thanassi AMN pathway is chemically pristine and avoids all selective reduction traps.
Threonine,5,**2**,ms_disc,63/70,"**Chemical insight.** Brilliantly solves the methylglyoxal reduction problem via acetol tautomerization, though docked slightly for an acyloin text error."
Threonine,5,**3**,no_research,57/70,"**Logical flow.** A solid, unidirectional network with great photochemical diversity, though it relies on controversial selective reductions."
Threonine,5,**4**,deep_research_claude,56/70,"**Literature depth.** Incredible use of cutting-edge literature (ice eutectic, asymmetric pyrite), but features an impossible glyoxylic acid enolate."
Threonine,5,**5**,deep_research_gemini,48/70,**Structural error.** Misapplies the Prebiotic Sugar Pathway; erythrose cannot yield threonine because it lacks a terminal methyl group.
Threonine,5,**6**,perfect_rag,38/70,"**Fatal chemistry error.** Alanine + formaldehyde yields alpha-methylserine, making threonine synthesis physically impossible via this route."
Valine,1,1,deep_research_gpt5.4,69/70,"Brilliant cross-paradigm network bridging (using cyanohydrin equilibria to link Sutherland, Miller, and Kaur chemistry)."
Valine,1,2,no_research,65/70,Superior chemical intuition regarding aldol assembly (avoiding formose) and highly creative use of Fe$^0$ reductive carboxylation.
Valine,1,3,deep_research_claude,61/70,"Strong integration of the most recent (2024) literature, though slightly reliant on biologically inspired missing links."
Valine,1,4,perfect_rag,57/70,"Broad and comprehensive mapping of cyanosulfidic chemistry, but somewhat cluttered with parallel, speculative biological routes."
Valine,1,5,deep_research_gemini,51/70,"Compressed complex chemistry into single nodes, losing mechanistic value, and relied on the unproven acetolactate pathway."
Valine,1,6,ms_disc,33/70,Fatal mass-balance chemical error in the central C-C bond formation step (claiming C2 + C1 = C4).
Valine,2,1,deep_research_gpt5.4,69/70,"Flawless integration of Patel, Miller, and Kaur chemistry via ingenious cyanohydrin cross-linking."
Valine,2,2,no_research,64/70,Brilliant bypass of the acetolactate bottleneck via Fe⁰-mediated reductive carboxylation of isobutyraldehyde.
Valine,2,3,perfect_rag,58/70,"Thorough, step-by-step mapping of the cyanosulfidic pathway, though reliant on a difficult acetolactate step."
Valine,2,4,deep_research_gemini,57/70,"Great network topology and ""cyanohydrin bridge"", but over-compresses complex photochemistry into a single node."
Valine,2,5,deep_research_claude,48/70,Contains a fundamental mechanistic flaw in attempting to directly condense pyruvate and acetaldehyde to a C5 branched skeleton.
Valine,2,6,ms_disc,39/70,Fatal stoichiometric error: condensing C2 (acetaldehyde) and C1 (formaldehyde) cannot yield the required C4 (methacrolein) skeleton.
Valine,3,1,deep_research_gpt5.4,69/70,Brilliant cross-paradigm integration via cyanohydrin intermediates.
Valine,3,2,no_research,65/70,Elegant Fe0-mediated reductive carboxylation bypasses the acetolactate hurdle.
Valine,3,3,deep_research_claude,63/70,Exceptional use of the newest (2023-2024) literature and Bucherer-Bergs reservoirs.
Valine,3,4,ms_disc,60/70,Solid classical chemistry with a beautiful proto-metabolic recycling loop.
Valine,3,5,deep_research_gemini,52/70,Compresses cyanosulfidic chemistry and relies on the faulty acetolactate route.
Valine,3,6,perfect_rag,49/70,"Heavily reliant on mechanistic ""black boxes"" and unexplained chain-shortening."
Valine,4,1,deep_research_gpt5.4,67,Masterful cross-paradigm integration using rigorous organic chemistry (cyanohydrin bridging).
Valine,4,2,no_research,61,"Most elegant, parsimonious solution to the branching bottleneck (correct C3+C1 aldol)."
Valine,4,3,perfect_rag,61,"Deeply rigorous transcription of complex literature, correctly balancing redox equations."
Valine,4,4,deep_research_gemini,52,"Good conceptual flow, but over-compresses complex steps and misses a key stoichiometric reductant."
Valine,4,5,deep_research_claude,41,Failed to provide a chemically valid synthesis for the target's carbon skeleton.
Valine,4,6,ms_disc,29,Contained fatal mathematical and chemical impossibilities (mass balance failures).
Valine,5,1,deep_research_gpt5.4,69/70,Flawless mechanistic detailing of the complex cyanosulfidic pathway and a brilliant chemical bridge to reductive amination.
Valine,5,2,no_research,67/70,"Solved the biological acetolactate bottleneck via an elegant, prebiotically valid reductive carboxylation bypass."
Valine,5,3,deep_research_claude,61/70,"Solid, literature-backed network utilizing FTT branching and NiS aldol diversification."
Valine,5,4,perfect_rag,57/70,"Good unpacking of Patel pathways, but relies heavily on speculative abiotic biological rearrangements."
Valine,5,5,deep_research_gemini,51/70,Conceptually broad but black-boxes the hardest chemical steps and relies on the unlikely acetolactate route.
