Molecule,Run,Rank,Config,Total Score,Key Differentiator
Threonine,3,6,no_research,26/70,"Plagued by foundational chemical errors, including confusing oxidation with hydration and failing basic C2+C1=C3 stoichiometry."
Threonine,4,1,deep_research_claude,55/70,Successfully integrates the canonical Akabori reaction (glycine + acetaldehyde).
Threonine,4,2,deep_research_gpt5.4,48/70,Features a brilliant and chemically precise acetaldehyde homologation sequence.
Threonine,4,3,deep_research_gemini,40/70,Good conceptual flow but fails on the dehydration of erythrose to a terminal methyl.
Threonine,4,4,perfect_rag,36/70,Features a working lactaldehyde route but ruined by the impossible alanine-aldol error.
Threonine,4,5,ms_disc,31/70,"Builds structural isomers (homoserine, α-aminobutyric acid) instead of the target."
Threonine,4,6,no_research,22/70,Features impossible carbon math (C2 + C1 = C4) and physically impossible hydrations.
Threonine,5,1,deep_research_gpt5.4,61/70,"The only network with flawless mass balance, correct structural isomers, and precise literature accuracy."
Threonine,5,2,deep_research_claude,56/70,"Features an excellent mix of correct pathways (Akabori aldol, FeS amination), only held back by a single flawed glyceraldehyde branch."
Threonine,5,3,perfect_rag,39/70,"Half the network works perfectly (lactaldehyde route), but the other half fails fundamentally due to an incorrect aldol pairing (alanine + formaldehyde)."
Threonine,5,4,deep_research_gemini,38/70,Suffers from missing deoxygenation steps; sugar precursors lack the terminal methyl group required for threonine.
Threonine,5,5,ms_disc,31/70,Fails stoichiometry (C2+C2=C3) and produces the wrong isomer entirely (homoserine instead of threonine).
Threonine,5,6,no_research,20/70,"Contains multiple impossible chemical transformations, including C2+C1=C4 mass balance violations and alkane hydration."
Valine,1,1,deep_research_claude,52/70,"Includes spark discharge, the only experimentally valid abiotic route for generating branched carbon skeletons."
Valine,1,2,no_research,51/70,"Exceptional systems chemistry and convergence up to the C3 level, despite failing the C5 branch extension."
Valine,1,3,ms_disc,47/70,Utilizes FTT to generate branched aldehydes and features creative DAP-enabled Strecker chemistry.
Valine,1,4,perfect_rag,45/70,"Brilliant application of the cyanosulfidic network to make acetone, ruined by a fictional C3-to-C5 rearrangement."
Valine,1,5,deep_research_gpt5.4,35/70,Commits a mass balance error (C4 -> C5 via NH₃) and treats the hardest intermediate as an unexplained starting material.
Valine,1,6,deep_research_gemini,30/70,"Plagued by fundamental structural organic chemistry errors (e.g., formaldehyde + acetone yielding an aldehyde)."
Valine,2,1,perfect_rag,60/70,"Perfectly solves the structural branching problem using rigorous, mass-balanced iterative cyanosulfidic homologation."
Valine,2,2,deep_research_claude,49/70,"Highly redundant and encompasses varied chemistry, overcoming its hydrothermal structural errors with plausible spark/meteorite pathways."
Valine,2,3,ms_disc,42/70,"A complete, un-orphaned network that proposes creative concepts (Phosphoro-Strecker) despite incorrect aldol reasoning."
Valine,2,4,deep_research_gpt5.4,39/70,Features excellent contemporary literature references but is crippled by an orphaned main hub and C4 $\to$ C5 mass-balance failures.
Valine,2,5,no_research,38/70,"Good focus on hydrothermal CO₂ fixation, but fails on branched structural logic and orphans acetaldehyde."
Valine,2,6,deep_research_gemini,30/70,"Riddled with severe chemical impossibilities, mass-balance violations, and structural fallacies."
Valine,3,**1**,deep_research_claude,60/70,"Only network to successfully source the branched isobutyl skeleton (via spark discharge/meteorites) and maintain a fully connected, complete network."
Valine,3,**2**,ms_disc,46/70,"Fully connected and incorporates diverse environments, but structurally fails by relying on aldol couplings that yield linear, not branched, C5 skeletons."
Valine,3,**3**,no_research,42/70,"Geochemically robust hydrothermal chemistry, but heavily penalized for a critical network gap (missing source for the acetaldehyde hub)."
Valine,3,**4**,deep_research_gpt5.4,37/70,Contains severe stoichiometric errors (missing a carbon in the cyanosulfidic route) and fails to generate its primary $\alpha$-ketoacid hub.
Valine,3,**5**,deep_research_gemini,36/70,Plagued by blatant organic chemistry errors (acetone + formaldehyde does not yield isobutyraldehyde).
Valine,3,**6**,perfect_rag,36/70,"Misapplies literature to invent a completely impossible ""reductive rearrangement"" to force an unreactive C4 intermediate into a C5 valine precursor."
Valine,4,1,perfect_rag,58,Solves the branching problem by correctly utilizing acetone and cyanosulfidic homologation (C3 $\rightarrow$ C4 $\rightarrow$ C5).
Valine,4,2,deep_research_claude,46,"A comprehensive, textbook network, though it relies on aldol condensations that incorrectly yield linear rather than branched products."
Valine,4,3,deep_research_gpt5.4,33,"Uses high-quality final assembly steps (DAP, Pd-catalysis) but fails to synthesize its complex C5 hubs from simple precursors."
Valine,4,4,ms_disc,32,"Attempts an interesting protometabolic route, but proposes chemically impossible Claisen and Aldol cross-products."
Valine,4,5,no_research,30,Features a major mass-balance error by confusing Strecker precursors (C4) with reductive amination precursors (C5).
Valine,4,6,deep_research_gemini,27,"Proposes fundamentally impossible functional group transformations (e.g., ketone + formaldehyde $\rightarrow$ aldehyde)."
Valine,5,1,deep_research_claude,51,"Compensates for aldol regiochemistry challenges by including spark discharge, a proven source of the branched precursor."
Valine,5,2,ms_disc,49,"Features novel DAP-enabled Strecker chemistry and relies on Fischer-Tropsch for trace branched precursors, despite rational aldol flaws."
Valine,5,3,deep_research_gpt5.4,41,"Terminal steps are chemically perfect, but the network completely skips the synthesis of its complex C5 hub from simpler materials."
Valine,5,4,deep_research_gemini,37,"Suffers from major structural mismatches, proposing reactions that yield linear chains or C6 products instead of the C5 target."
Valine,5,5,perfect_rag,36,"Relies entirely on a single, fictional ""reductive rearrangement"" of an acetone derivative to force the carbon skeleton to match."
Valine,5,6,no_research,32,"Contains a fatal functional group error by applying the Strecker synthesis to an α-ketoacid, producing a diacid rather than Valine."
