Model,Molecule,Run,Config,Criterion,Score
Claude Opus 4.6,Histidine,5,No Report,Novelty of Reactions,6
Claude Opus 4.6,Histidine,5,No Report,Pathway Coherence,4
Claude Opus 4.6,Histidine,5,No Report,Prebiotic Plausibility,4
Claude Opus 4.6,L-Alanine,1,No Report,Chemical Feasibility,8
Claude Opus 4.6,L-Alanine,1,No Report,Environmental Consistency,9
Claude Opus 4.6,L-Alanine,1,No Report,Mechanistic Detail,8
Claude Opus 4.6,L-Alanine,1,No Report,Network Completeness,8
Claude Opus 4.6,L-Alanine,1,No Report,Novelty of Reactions,8
Claude Opus 4.6,L-Alanine,1,No Report,Pathway Coherence,9
Claude Opus 4.6,L-Alanine,1,No Report,Prebiotic Plausibility,9
Claude Opus 4.6,L-Alanine,2,No Report,Chemical Feasibility,8
Claude Opus 4.6,L-Alanine,2,No Report,Environmental Consistency,8
Claude Opus 4.6,L-Alanine,2,No Report,Mechanistic Detail,8
Claude Opus 4.6,L-Alanine,2,No Report,Network Completeness,8
Claude Opus 4.6,L-Alanine,2,No Report,Novelty of Reactions,7
Claude Opus 4.6,L-Alanine,2,No Report,Pathway Coherence,8
Claude Opus 4.6,L-Alanine,2,No Report,Prebiotic Plausibility,8
Claude Opus 4.6,L-Alanine,3,No Report,Chemical Feasibility,9
Claude Opus 4.6,L-Alanine,3,No Report,Environmental Consistency,8
Claude Opus 4.6,L-Alanine,3,No Report,Mechanistic Detail,8
Claude Opus 4.6,L-Alanine,3,No Report,Network Completeness,8
Claude Opus 4.6,L-Alanine,3,No Report,Novelty of Reactions,7
Claude Opus 4.6,L-Alanine,3,No Report,Pathway Coherence,8
Claude Opus 4.6,L-Alanine,3,No Report,Prebiotic Plausibility,9
Claude Opus 4.6,L-Alanine,4,No Report,Chemical Feasibility,9
Claude Opus 4.6,L-Alanine,4,No Report,Environmental Consistency,9
Claude Opus 4.6,L-Alanine,4,No Report,Mechanistic Detail,8
Claude Opus 4.6,L-Alanine,4,No Report,Network Completeness,8
Claude Opus 4.6,L-Alanine,4,No Report,Novelty of Reactions,8
Claude Opus 4.6,L-Alanine,4,No Report,Pathway Coherence,9
Claude Opus 4.6,L-Alanine,4,No Report,Prebiotic Plausibility,9
Claude Opus 4.6,L-Alanine,5,No Report,Chemical Feasibility,8
Claude Opus 4.6,L-Alanine,5,No Report,Environmental Consistency,8
Claude Opus 4.6,L-Alanine,5,No Report,Mechanistic Detail,8
Claude Opus 4.6,L-Alanine,5,No Report,Network Completeness,8
Claude Opus 4.6,L-Alanine,5,No Report,Novelty of Reactions,7
Claude Opus 4.6,L-Alanine,5,No Report,Pathway Coherence,8
Claude Opus 4.6,L-Alanine,5,No Report,Prebiotic Plausibility,8
Claude Opus 4.6,L-Proline,1,No Report,Chemical Feasibility,6
Claude Opus 4.6,L-Proline,1,No Report,Environmental Consistency,8
Claude Opus 4.6,L-Proline,1,No Report,Mechanistic Detail,8
Claude Opus 4.6,L-Proline,1,No Report,Network Completeness,9
Claude Opus 4.6,L-Proline,1,No Report,Novelty of Reactions,10
Claude Opus 4.6,L-Proline,1,No Report,Pathway Coherence,9
Claude Opus 4.6,L-Proline,1,No Report,Prebiotic Plausibility,7
Claude Opus 4.6,L-Proline,2,No Report,Chemical Feasibility,5
Claude Opus 4.6,L-Proline,2,No Report,Environmental Consistency,8
Claude Opus 4.6,L-Proline,2,No Report,Mechanistic Detail,7
Claude Opus 4.6,L-Proline,2,No Report,Network Completeness,8
Claude Opus 4.6,L-Proline,2,No Report,Novelty of Reactions,9
Claude Opus 4.6,L-Proline,2,No Report,Pathway Coherence,8
Claude Opus 4.6,L-Proline,2,No Report,Prebiotic Plausibility,7
Claude Opus 4.6,L-Proline,3,No Report,Chemical Feasibility,4
Claude Opus 4.6,L-Proline,3,No Report,Environmental Consistency,7
Claude Opus 4.6,L-Proline,3,No Report,Mechanistic Detail,5
Claude Opus 4.6,L-Proline,3,No Report,Network Completeness,8
Claude Opus 4.6,L-Proline,3,No Report,Novelty of Reactions,7
Claude Opus 4.6,L-Proline,3,No Report,Pathway Coherence,7
Claude Opus 4.6,L-Proline,3,No Report,Prebiotic Plausibility,6
Claude Opus 4.6,L-Proline,4,No Report,Chemical Feasibility,6
Claude Opus 4.6,L-Proline,4,No Report,Environmental Consistency,8
Claude Opus 4.6,L-Proline,4,No Report,Mechanistic Detail,8
Claude Opus 4.6,L-Proline,4,No Report,Network Completeness,8
Claude Opus 4.6,L-Proline,4,No Report,Novelty of Reactions,8
Claude Opus 4.6,L-Proline,4,No Report,Pathway Coherence,8
Claude Opus 4.6,L-Proline,4,No Report,Prebiotic Plausibility,7
Claude Opus 4.6,L-Proline,5,No Report,Chemical Feasibility,8
Claude Opus 4.6,L-Proline,5,No Report,Environmental Consistency,9
Claude Opus 4.6,L-Proline,5,No Report,Mechanistic Detail,9
Claude Opus 4.6,L-Proline,5,No Report,Network Completeness,9
Claude Opus 4.6,L-Proline,5,No Report,Novelty of Reactions,10
Claude Opus 4.6,L-Proline,5,No Report,Pathway Coherence,9
Claude Opus 4.6,L-Proline,5,No Report,Prebiotic Plausibility,8
Claude Opus 4.6,Serine,1,No Report,Chemical Feasibility,10
Claude Opus 4.6,Serine,1,No Report,Environmental Consistency,9
Claude Opus 4.6,Serine,1,No Report,Mechanistic Detail,10
Claude Opus 4.6,Serine,1,No Report,Network Completeness,10
Claude Opus 4.6,Serine,1,No Report,Novelty of Reactions,10
Claude Opus 4.6,Serine,1,No Report,Pathway Coherence,10
Claude Opus 4.6,Serine,1,No Report,Prebiotic Plausibility,10
Claude Opus 4.6,Serine,2,No Report,Chemical Feasibility,10
Claude Opus 4.6,Serine,2,No Report,Environmental Consistency,9
Claude Opus 4.6,Serine,2,No Report,Mechanistic Detail,10
Claude Opus 4.6,Serine,2,No Report,Network Completeness,10
Claude Opus 4.6,Serine,2,No Report,Novelty of Reactions,10
Claude Opus 4.6,Serine,2,No Report,Pathway Coherence,10
Claude Opus 4.6,Serine,2,No Report,Prebiotic Plausibility,10
Claude Opus 4.6,Serine,3,No Report,Chemical Feasibility,8
Claude Opus 4.6,Serine,3,No Report,Environmental Consistency,9
Claude Opus 4.6,Serine,3,No Report,Mechanistic Detail,10
Claude Opus 4.6,Serine,3,No Report,Network Completeness,10
Claude Opus 4.6,Serine,3,No Report,Novelty of Reactions,9
Claude Opus 4.6,Serine,3,No Report,Pathway Coherence,10
Claude Opus 4.6,Serine,3,No Report,Prebiotic Plausibility,10
Claude Opus 4.6,Serine,4,No Report,Chemical Feasibility,10
Claude Opus 4.6,Serine,4,No Report,Environmental Consistency,10
Claude Opus 4.6,Serine,4,No Report,Mechanistic Detail,10
Claude Opus 4.6,Serine,4,No Report,Network Completeness,10
Claude Opus 4.6,Serine,4,No Report,Novelty of Reactions,10
Claude Opus 4.6,Serine,4,No Report,Pathway Coherence,10
Claude Opus 4.6,Serine,4,No Report,Prebiotic Plausibility,10
Claude Opus 4.6,Serine,5,No Report,Chemical Feasibility,6
Claude Opus 4.6,Serine,5,No Report,Environmental Consistency,9
Claude Opus 4.6,Serine,5,No Report,Mechanistic Detail,8
Claude Opus 4.6,Serine,5,No Report,Network Completeness,9
Claude Opus 4.6,Serine,5,No Report,Novelty of Reactions,8
Claude Opus 4.6,Serine,5,No Report,Pathway Coherence,7
Claude Opus 4.6,Serine,5,No Report,Prebiotic Plausibility,8
Claude Opus 4.6,Threonine,1,No Report,Chemical Feasibility,9
Claude Opus 4.6,Threonine,1,No Report,Environmental Consistency,9
Claude Opus 4.6,Threonine,1,No Report,Mechanistic Detail,9
Claude Opus 4.6,Threonine,1,No Report,Network Completeness,9
Claude Opus 4.6,Threonine,1,No Report,Novelty of Reactions,9
Claude Opus 4.6,Threonine,1,No Report,Pathway Coherence,9
Claude Opus 4.6,Threonine,1,No Report,Prebiotic Plausibility,9
Claude Opus 4.6,Threonine,2,No Report,Chemical Feasibility,6
Claude Opus 4.6,Threonine,2,No Report,Environmental Consistency,9
Claude Opus 4.6,Threonine,2,No Report,Mechanistic Detail,8
Claude Opus 4.6,Threonine,2,No Report,Network Completeness,8
Claude Opus 4.6,Threonine,2,No Report,Novelty of Reactions,7
Claude Opus 4.6,Threonine,2,No Report,Pathway Coherence,8
Claude Opus 4.6,Threonine,2,No Report,Prebiotic Plausibility,7
Claude Opus 4.6,Threonine,3,No Report,Chemical Feasibility,10
Claude Opus 4.6,Threonine,3,No Report,Environmental Consistency,9
Claude Opus 4.6,Threonine,3,No Report,Mechanistic Detail,10
Claude Opus 4.6,Threonine,3,No Report,Network Completeness,10
Claude Opus 4.6,Threonine,3,No Report,Novelty of Reactions,9
Claude Opus 4.6,Threonine,3,No Report,Pathway Coherence,10
Claude Opus 4.6,Threonine,3,No Report,Prebiotic Plausibility,10
Claude Opus 4.6,Threonine,4,No Report,Chemical Feasibility,8
Claude Opus 4.6,Threonine,4,No Report,Environmental Consistency,8
Claude Opus 4.6,Threonine,4,No Report,Mechanistic Detail,9
Claude Opus 4.6,Threonine,4,No Report,Network Completeness,9
Claude Opus 4.6,Threonine,4,No Report,Novelty of Reactions,9
Claude Opus 4.6,Threonine,4,No Report,Pathway Coherence,9
Claude Opus 4.6,Threonine,4,No Report,Prebiotic Plausibility,9
Claude Opus 4.6,Threonine,5,No Report,Chemical Feasibility,8
Claude Opus 4.6,Threonine,5,No Report,Environmental Consistency,9
Claude Opus 4.6,Threonine,5,No Report,Mechanistic Detail,9
Claude Opus 4.6,Threonine,5,No Report,Network Completeness,8
Claude Opus 4.6,Threonine,5,No Report,Novelty of Reactions,8
Claude Opus 4.6,Threonine,5,No Report,Pathway Coherence,9
Claude Opus 4.6,Threonine,5,No Report,Prebiotic Plausibility,8
Claude Opus 4.6,Valine,1,No Report,Chemical Feasibility,10
Claude Opus 4.6,Valine,1,No Report,Environmental Consistency,9
Claude Opus 4.6,Valine,1,No Report,Mechanistic Detail,10
Claude Opus 4.6,Valine,1,No Report,Network Completeness,10
Claude Opus 4.6,Valine,1,No Report,Novelty of Reactions,10
Claude Opus 4.6,Valine,1,No Report,Pathway Coherence,10
Claude Opus 4.6,Valine,1,No Report,Prebiotic Plausibility,10
Claude Opus 4.6,Valine,2,No Report,Chemical Feasibility,10
Claude Opus 4.6,Valine,2,No Report,Environmental Consistency,9
Claude Opus 4.6,Valine,2,No Report,Mechanistic Detail,10
Claude Opus 4.6,Valine,2,No Report,Network Completeness,9
Claude Opus 4.6,Valine,2,No Report,Novelty of Reactions,10
Claude Opus 4.6,Valine,2,No Report,Pathway Coherence,10
Claude Opus 4.6,Valine,2,No Report,Prebiotic Plausibility,9
Claude Opus 4.6,Valine,3,No Report,Chemical Feasibility,9
Claude Opus 4.6,Valine,3,No Report,Environmental Consistency,9
Claude Opus 4.6,Valine,3,No Report,Mechanistic Detail,9
Claude Opus 4.6,Valine,3,No Report,Network Completeness,9
Claude Opus 4.6,Valine,3,No Report,Novelty of Reactions,10
Claude Opus 4.6,Valine,3,No Report,Pathway Coherence,9
Claude Opus 4.6,Valine,3,No Report,Prebiotic Plausibility,9
Claude Opus 4.6,Valine,4,No Report,Chemical Feasibility,10
Claude Opus 4.6,Valine,4,No Report,Environmental Consistency,8
Claude Opus 4.6,Valine,4,No Report,Mechanistic Detail,9
Claude Opus 4.6,Valine,4,No Report,Network Completeness,9
Claude Opus 4.6,Valine,4,No Report,Novelty of Reactions,10
Claude Opus 4.6,Valine,4,No Report,Pathway Coherence,10
Claude Opus 4.6,Valine,4,No Report,Prebiotic Plausibility,9
Claude Opus 4.6,Valine,5,No Report,Chemical Feasibility,10
Claude Opus 4.6,Valine,5,No Report,Environmental Consistency,9
Claude Opus 4.6,Valine,5,No Report,Mechanistic Detail,10
Claude Opus 4.6,Valine,5,No Report,Network Completeness,9
Claude Opus 4.6,Valine,5,No Report,Novelty of Reactions,10
Claude Opus 4.6,Valine,5,No Report,Pathway Coherence,10
Claude Opus 4.6,Valine,5,No Report,Prebiotic Plausibility,10
Claude Opus 4.6,Arginine,1,Simple one-shot,Chemical Feasibility,1
Claude Opus 4.6,Arginine,1,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,Arginine,1,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,Arginine,1,Simple one-shot,Network Completeness,3
Claude Opus 4.6,Arginine,1,Simple one-shot,Novelty of Reactions,2
Claude Opus 4.6,Arginine,1,Simple one-shot,Pathway Coherence,2
Claude Opus 4.6,Arginine,1,Simple one-shot,Prebiotic Plausibility,2
Claude Opus 4.6,Arginine,2,Simple one-shot,Chemical Feasibility,2
Claude Opus 4.6,Arginine,2,Simple one-shot,Environmental Consistency,5
Claude Opus 4.6,Arginine,2,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,Arginine,2,Simple one-shot,Network Completeness,4
Claude Opus 4.6,Arginine,2,Simple one-shot,Novelty of Reactions,2
Claude Opus 4.6,Arginine,2,Simple one-shot,Pathway Coherence,3
Claude Opus 4.6,Arginine,2,Simple one-shot,Prebiotic Plausibility,3
Claude Opus 4.6,Arginine,3,Simple one-shot,Chemical Feasibility,3
Claude Opus 4.6,Arginine,3,Simple one-shot,Environmental Consistency,5
Claude Opus 4.6,Arginine,3,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,Arginine,3,Simple one-shot,Network Completeness,4
Claude Opus 4.6,Arginine,3,Simple one-shot,Novelty of Reactions,4
Claude Opus 4.6,Arginine,3,Simple one-shot,Pathway Coherence,5
Claude Opus 4.6,Arginine,3,Simple one-shot,Prebiotic Plausibility,4
Claude Opus 4.6,Arginine,4,Simple one-shot,Chemical Feasibility,2
Claude Opus 4.6,Arginine,4,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,Arginine,4,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,Arginine,4,Simple one-shot,Network Completeness,3
Claude Opus 4.6,Arginine,4,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Arginine,4,Simple one-shot,Pathway Coherence,3
Claude Opus 4.6,Arginine,4,Simple one-shot,Prebiotic Plausibility,2
Claude Opus 4.6,Arginine,5,Simple one-shot,Chemical Feasibility,2
Claude Opus 4.6,Arginine,5,Simple one-shot,Environmental Consistency,5
Claude Opus 4.6,Arginine,5,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,Arginine,5,Simple one-shot,Network Completeness,4
Claude Opus 4.6,Arginine,5,Simple one-shot,Novelty of Reactions,2
Claude Opus 4.6,Arginine,5,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,Arginine,5,Simple one-shot,Prebiotic Plausibility,3
Claude Opus 4.6,Glutamate,1,Simple one-shot,Chemical Feasibility,5
Claude Opus 4.6,Glutamate,1,Simple one-shot,Environmental Consistency,4
Claude Opus 4.6,Glutamate,1,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,Glutamate,1,Simple one-shot,Network Completeness,3
Claude Opus 4.6,Glutamate,1,Simple one-shot,Novelty of Reactions,2
Claude Opus 4.6,Glutamate,1,Simple one-shot,Pathway Coherence,5
Claude Opus 4.6,Glutamate,1,Simple one-shot,Prebiotic Plausibility,5
Claude Opus 4.6,Glutamate,2,Simple one-shot,Chemical Feasibility,4
Claude Opus 4.6,Glutamate,2,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,Glutamate,2,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,Glutamate,2,Simple one-shot,Network Completeness,2
Claude Opus 4.6,Glutamate,2,Simple one-shot,Novelty of Reactions,2
Claude Opus 4.6,Glutamate,2,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,Glutamate,2,Simple one-shot,Prebiotic Plausibility,4
Claude Opus 4.6,Glutamate,3,Simple one-shot,Chemical Feasibility,4
Claude Opus 4.6,Glutamate,3,Simple one-shot,Environmental Consistency,4
Claude Opus 4.6,Glutamate,3,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,Glutamate,3,Simple one-shot,Network Completeness,3
Claude Opus 4.6,Glutamate,3,Simple one-shot,Novelty of Reactions,2
Claude Opus 4.6,Glutamate,3,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,Glutamate,3,Simple one-shot,Prebiotic Plausibility,5
Claude Opus 4.6,Glutamate,4,Simple one-shot,Chemical Feasibility,4
Claude Opus 4.6,Glutamate,4,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,Glutamate,4,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,Glutamate,4,Simple one-shot,Network Completeness,2
Claude Opus 4.6,Glutamate,4,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Glutamate,4,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,Glutamate,4,Simple one-shot,Prebiotic Plausibility,4
Claude Opus 4.6,Glutamate,5,Simple one-shot,Chemical Feasibility,3
Claude Opus 4.6,Glutamate,5,Simple one-shot,Environmental Consistency,4
Claude Opus 4.6,Glutamate,5,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,Glutamate,5,Simple one-shot,Network Completeness,3
Claude Opus 4.6,Glutamate,5,Simple one-shot,Novelty of Reactions,2
Claude Opus 4.6,Glutamate,5,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,Glutamate,5,Simple one-shot,Prebiotic Plausibility,4
Claude Opus 4.6,Glycine,1,Simple one-shot,Chemical Feasibility,6
Claude Opus 4.6,Glycine,1,Simple one-shot,Environmental Consistency,1
Claude Opus 4.6,Glycine,1,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,Glycine,1,Simple one-shot,Network Completeness,2
Claude Opus 4.6,Glycine,1,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Glycine,1,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,Glycine,1,Simple one-shot,Prebiotic Plausibility,4
Claude Opus 4.6,Glycine,2,Simple one-shot,Chemical Feasibility,5
Claude Opus 4.6,Glycine,2,Simple one-shot,Environmental Consistency,1
Claude Opus 4.6,Glycine,2,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,Glycine,2,Simple one-shot,Network Completeness,2
Claude Opus 4.6,Glycine,2,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Glycine,2,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,Glycine,2,Simple one-shot,Prebiotic Plausibility,3
Claude Opus 4.6,Glycine,3,Simple one-shot,Chemical Feasibility,8
Claude Opus 4.6,Glycine,3,Simple one-shot,Environmental Consistency,1
Claude Opus 4.6,Glycine,3,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,Glycine,3,Simple one-shot,Network Completeness,1
Claude Opus 4.6,Glycine,3,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Glycine,3,Simple one-shot,Pathway Coherence,5
Claude Opus 4.6,Glycine,3,Simple one-shot,Prebiotic Plausibility,4
Claude Opus 4.6,Glycine,4,Simple one-shot,Chemical Feasibility,9
Claude Opus 4.6,Glycine,4,Simple one-shot,Environmental Consistency,2
Claude Opus 4.6,Glycine,4,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,Glycine,4,Simple one-shot,Network Completeness,2
Claude Opus 4.6,Glycine,4,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Glycine,4,Simple one-shot,Pathway Coherence,5
Claude Opus 4.6,Glycine,4,Simple one-shot,Prebiotic Plausibility,5
Claude Opus 4.6,Glycine,5,Simple one-shot,Chemical Feasibility,9
Claude Opus 4.6,Glycine,5,Simple one-shot,Environmental Consistency,2
Claude Opus 4.6,Glycine,5,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,Glycine,5,Simple one-shot,Network Completeness,2
Claude Opus 4.6,Glycine,5,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Glycine,5,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,Glycine,5,Simple one-shot,Prebiotic Plausibility,5
Claude Opus 4.6,Histidine,1,Simple one-shot,Chemical Feasibility,1
Claude Opus 4.6,Histidine,1,Simple one-shot,Environmental Consistency,2
Claude Opus 4.6,Histidine,1,Simple one-shot,Mechanistic Detail,1
Claude Opus 4.6,Histidine,1,Simple one-shot,Network Completeness,2
Claude Opus 4.6,Histidine,1,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Histidine,1,Simple one-shot,Pathway Coherence,2
Claude Opus 4.6,Histidine,1,Simple one-shot,Prebiotic Plausibility,1
Claude Opus 4.6,Histidine,2,Simple one-shot,Chemical Feasibility,1
Claude Opus 4.6,Histidine,2,Simple one-shot,Environmental Consistency,2
Claude Opus 4.6,Histidine,2,Simple one-shot,Mechanistic Detail,1
Claude Opus 4.6,Histidine,2,Simple one-shot,Network Completeness,2
Claude Opus 4.6,Histidine,2,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Histidine,2,Simple one-shot,Pathway Coherence,2
Claude Opus 4.6,Histidine,2,Simple one-shot,Prebiotic Plausibility,2
Claude Opus 4.6,Histidine,3,Simple one-shot,Chemical Feasibility,1
Claude Opus 4.6,Histidine,3,Simple one-shot,Environmental Consistency,2
Claude Opus 4.6,Histidine,3,Simple one-shot,Mechanistic Detail,1
Claude Opus 4.6,Histidine,3,Simple one-shot,Network Completeness,2
Claude Opus 4.6,Histidine,3,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Histidine,3,Simple one-shot,Pathway Coherence,2
Claude Opus 4.6,Histidine,3,Simple one-shot,Prebiotic Plausibility,1
Claude Opus 4.6,Histidine,4,Simple one-shot,Chemical Feasibility,1
Claude Opus 4.6,Histidine,4,Simple one-shot,Environmental Consistency,1
Claude Opus 4.6,Histidine,4,Simple one-shot,Mechanistic Detail,1
Claude Opus 4.6,Histidine,4,Simple one-shot,Network Completeness,1
Claude Opus 4.6,Histidine,4,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Histidine,4,Simple one-shot,Pathway Coherence,2
Claude Opus 4.6,Histidine,4,Simple one-shot,Prebiotic Plausibility,1
Claude Opus 4.6,Histidine,5,Simple one-shot,Chemical Feasibility,1
Claude Opus 4.6,Histidine,5,Simple one-shot,Environmental Consistency,2
Claude Opus 4.6,Histidine,5,Simple one-shot,Mechanistic Detail,1
Claude Opus 4.6,Histidine,5,Simple one-shot,Network Completeness,2
Claude Opus 4.6,Histidine,5,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,Histidine,5,Simple one-shot,Pathway Coherence,2
Claude Opus 4.6,Histidine,5,Simple one-shot,Prebiotic Plausibility,1
Claude Opus 4.6,L-Alanine,1,Simple one-shot,Chemical Feasibility,5
Claude Opus 4.6,L-Alanine,1,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,L-Alanine,1,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,L-Alanine,1,Simple one-shot,Network Completeness,2
Claude Opus 4.6,L-Alanine,1,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,L-Alanine,1,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,L-Alanine,1,Simple one-shot,Prebiotic Plausibility,5
Claude Opus 4.6,L-Alanine,2,Simple one-shot,Chemical Feasibility,4
Claude Opus 4.6,L-Alanine,2,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,L-Alanine,2,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,L-Alanine,2,Simple one-shot,Network Completeness,2
Claude Opus 4.6,L-Alanine,2,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,L-Alanine,2,Simple one-shot,Pathway Coherence,5
Claude Opus 4.6,L-Alanine,2,Simple one-shot,Prebiotic Plausibility,4
Claude Opus 4.6,L-Alanine,3,Simple one-shot,Chemical Feasibility,6
Claude Opus 4.6,L-Alanine,3,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,L-Alanine,3,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,L-Alanine,3,Simple one-shot,Network Completeness,2
Claude Opus 4.6,L-Alanine,3,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,L-Alanine,3,Simple one-shot,Pathway Coherence,5
Claude Opus 4.6,L-Alanine,3,Simple one-shot,Prebiotic Plausibility,5
Claude Opus 4.6,L-Alanine,4,Simple one-shot,Chemical Feasibility,5
Claude Opus 4.6,L-Alanine,4,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,L-Alanine,4,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,L-Alanine,4,Simple one-shot,Network Completeness,2
Claude Opus 4.6,L-Alanine,4,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,L-Alanine,4,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,L-Alanine,4,Simple one-shot,Prebiotic Plausibility,4
Claude Opus 4.6,L-Alanine,5,Simple one-shot,Chemical Feasibility,4
Claude Opus 4.6,L-Alanine,5,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,L-Alanine,5,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,L-Alanine,5,Simple one-shot,Network Completeness,2
Claude Opus 4.6,L-Alanine,5,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,L-Alanine,5,Simple one-shot,Pathway Coherence,3
Claude Opus 4.6,L-Alanine,5,Simple one-shot,Prebiotic Plausibility,3
Claude Opus 4.6,L-Proline,1,Simple one-shot,Chemical Feasibility,4
Claude Opus 4.6,L-Proline,1,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,L-Proline,1,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,L-Proline,1,Simple one-shot,Network Completeness,4
Claude Opus 4.6,L-Proline,1,Simple one-shot,Novelty of Reactions,2
Claude Opus 4.6,L-Proline,1,Simple one-shot,Pathway Coherence,5
Claude Opus 4.6,L-Proline,1,Simple one-shot,Prebiotic Plausibility,4
Claude Opus 4.6,L-Proline,2,Simple one-shot,Chemical Feasibility,3
Claude Opus 4.6,L-Proline,2,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,L-Proline,2,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,L-Proline,2,Simple one-shot,Network Completeness,3
Claude Opus 4.6,L-Proline,2,Simple one-shot,Novelty of Reactions,2
Claude Opus 4.6,L-Proline,2,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,L-Proline,2,Simple one-shot,Prebiotic Plausibility,4
Claude Opus 4.6,L-Proline,3,Simple one-shot,Chemical Feasibility,3
Claude Opus 4.6,L-Proline,3,Simple one-shot,Environmental Consistency,2
Claude Opus 4.6,L-Proline,3,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,L-Proline,3,Simple one-shot,Network Completeness,3
Claude Opus 4.6,L-Proline,3,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,L-Proline,3,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,L-Proline,3,Simple one-shot,Prebiotic Plausibility,3
Claude Opus 4.6,L-Proline,4,Simple one-shot,Chemical Feasibility,2
Claude Opus 4.6,L-Proline,4,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,L-Proline,4,Simple one-shot,Mechanistic Detail,2
Claude Opus 4.6,L-Proline,4,Simple one-shot,Network Completeness,3
Claude Opus 4.6,L-Proline,4,Simple one-shot,Novelty of Reactions,1
Claude Opus 4.6,L-Proline,4,Simple one-shot,Pathway Coherence,4
Claude Opus 4.6,L-Proline,4,Simple one-shot,Prebiotic Plausibility,3
Claude Opus 4.6,L-Proline,5,Simple one-shot,Chemical Feasibility,4
Claude Opus 4.6,L-Proline,5,Simple one-shot,Environmental Consistency,3
Claude Opus 4.6,L-Proline,5,Simple one-shot,Mechanistic Detail,3
Claude Opus 4.6,L-Proline,5,Simple one-shot,Network Completeness,3
Claude Opus 4.6,L-Proline,5,Simple one-shot,Novelty of Reactions,2
