Molecule,Run,Rank,Config,Total Score,Key Differentiator
Threonine,4,3,deep_research_gpt5.4,41/70,"Good downstream logic, but features an impossible HCN-to-glycolonitrile initiation step."
Threonine,4,4,deep_research_gemini,30/70,Fatal mass balance error (C1+C2=C4) and incorrect Strecker precursor oxidation states.
Threonine,4,5,perfect_rag,26/70,Fundamental regiochemistry failures (formaldehyde enolates; unactivated methyl attack).
Threonine,4,6,ms_disc,22/70,Disqualified by a basic arithmetic failure in organic synthesis (C2 + C2 = C3).
Threonine,5,1,no_research,62,**Chemical Rigor:** The only config with structurally and mathematically flawless carbon backbone assembly.
Threonine,5,2,deep_research_claude,47,"**Literature Accuracy:** Good cyanosulfidic integration, but contains one structurally flawed glyceraldehyde route."
Threonine,5,3,perfect_rag,33,"**Regiochemical Failure:** Respects basic math (C3+C1=C4), but fails regiochemistry, yielding branched isomers instead of linear threonine."
Threonine,5,4,deep_research_gemini,31,**Stoichiometric Flaws:** Features impossible carbon math (C1+C2=C4) and highly speculative wholesale deoxygenation.
Threonine,5,5,deep_research_gpt5.4,29,**Massive Stoichiometric Errors:** Claims 3 carbons + 3 carbons = 4 carbons.
Threonine,5,6,ms_disc,23,"**Fatal Hub Error:** Relies entirely on a mathematically impossible reaction (C2+C2=C3) to form its central hub, collapsing the network."
Valine,1,1,deep_research_claude,61/70,"Superior literature integration (Kaur 2024, Preiner 2023) with chemically sound main pathways."
Valine,1,2,perfect_rag,55/70,"Exquisite modeling of upstream cyanosulfidic chemistry, held back only by one skeletal connectivity error."
Valine,1,3,no_research,45/70,"Plausible use of FTT for branching, but fails biochemically on aldehyde carboxylation."
Valine,1,4,ms_disc,41/70,Good macro-topology ruined by impossible inorganic (HCN synthesis) and organic (aldol) steps.
Valine,1,5,deep_research_gemini,36/70,Catastrophic structural error at the central hub (ketone + formaldehyde ≠ branched aldehyde).
Valine,1,6,deep_research_gpt5.4,30/70,"Displays a profound misunderstanding of basic biochemical mechanisms (e.g., aldehyde transamination)."
Valine,2,1,perfect_rag,63/70,Brilliantly solves the branching problem using acetone and validated cyanosulfidic reductive homologation.
Valine,2,2,deep_research_claude,50/70,"Well-researched environmental integration, though marred by a structural aldol error."
Valine,2,3,no_research,45/70,"Avoids impossible aldol reactions by utilizing FTT for branching, though relies on a generic/messy mechanism."
Valine,2,4,ms_disc,38/70,Contains a circular reaction and the same fundamental aldol branching error as Config A.
Valine,2,5,deep_research_gemini,33/70,Proposes impossible carbon-carbon combinations (acetone + formaldehyde -> isobutyraldehyde) and magic 1-step leaps.
Valine,2,6,deep_research_gpt5.4,27/70,"Riddled with severe textbook chemistry errors (e.g., HCN + CO₂ formose) and circular logic."
Valine,3,1,perfect_rag,60/70,"Successfully solves the isobutane branching challenge using cyanosulfidic acetone chemistry, strictly adhering to realistic organic structure."
Valine,3,2,deep_research_claude,54/70,"Strong environmental integration and FTT/Strecker routes, though it stumbles on the non-enzymatic biochemical aldol branch."
Valine,3,3,no_research,52/70,"Clean, robust hydrothermal FTT network that uses hydroformylation logic to build the branched backbone."
Valine,3,4,ms_disc,35/70,Suffers from fundamentally flawed carbon connectivity assumptions and circular transamination chemistry.
Valine,3,5,deep_research_gemini,26/70,Proposes magic single-step jumps from C1 to C5 and misunderstands the products of simple aldol condensations.
Valine,3,6,deep_research_gpt5.4,23/70,"Riddled with fatal chemical errors, impossible stoichiometric inputs, and a misunderstanding of basic reaction mechanisms."
Valine,4,**1**,perfect_rag,64/70,Solves the branching bottleneck perfectly using sequential cyanosulfidic homologation of acetone.
Valine,4,**2**,deep_research_claude,47/70,Survives organic chemistry errors via a historically valid Miller-Urey spark discharge pathway.
Valine,4,**3**,ms_disc,45/70,"Good network structure utilizing FTT, but fails on the structural chemistry of pyruvate aldol condensations."
Valine,4,**4**,no_research,43/70,"Features valid FTT chemistry, but proposes thermodynamically impossible direct aldehyde carboxylations."
Valine,4,**5**,deep_research_gemini,34/70,Commits a fundamental organic chemistry error (acetone + formaldehyde cannot yield isobutyraldehyde).
Valine,4,**6**,deep_research_gpt5.4,27/70,Fails basic chemical stoichiometry (synthesizing a C3 sugar with 6 hydrogens from just HCN and CO2).
Valine,5,1,perfect_rag,62/70,Mechanistically flawless application of complex cyanosulfidic photoredox chemistry to solve the valine branching problem.
Valine,5,2,deep_research_claude,42/70,"Good integration of classic theories (Miller-Urey, Strecker), though it fails to provide a chemically valid route for carbon branching."
Valine,5,3,ms_disc,39/70,"Strong environmental mapping and FTT inclusion, but shares the same impossible aldol condensation flaw as Config A."
Valine,5,4,no_research,36/70,"Good structural network flow, but relies on impossible organometallic insertions and invalid direct carboxylations."
Valine,5,5,deep_research_gpt5.4,29/70,"Contains fundamental undergraduate-level chemistry errors, such as transaminating an aldehyde and running a formose reaction without formaldehyde."
Valine,5,6,deep_research_gemini,28/70,"Proposes physically impossible reactions, including an aldol condensation of acetone to a branched aldehyde and creating a C5 molecule from C1 inputs with no backbone."
