Molecule,Run,Rank,Config,Total Score,Key Differentiator
Threonine,4,6,deep_research_gemini,26,"Fails basic arithmetic (C4 + C1 = C4) and invokes bizarre, non-prebiotic gas-phase magic steps."
Threonine,5,1,deep_research_claude,59/70,"Strict adherence to structural chemistry, mass conservation, and literature accuracy."
Threonine,5,2,perfect_rag,42/70,"Contains one fully functional, stoichiometric pathway, despite errors in the alternative route."
Threonine,5,3,deep_research_gemini,36/70,"Cohesive environmental model, but fundamentally relies on incorrect starting precursor sizes (C4 tetrose)."
Threonine,5,4,deep_research_gpt5.4,34/70,"Good individual sub-networks, ruined by impossible C3 + C3 = C4 condensation reactions."
Threonine,5,5,no_research,29/70,"Severe, repeated mass conservation errors (C2 + C2 = C3)."
Threonine,5,6,ms_disc,28/70,"Extreme stoichiometric failures, including claiming a C5 molecule ""dehydrates"" into a C4 molecule."
Valine,1,**1**,deep_research_claude,53/70,No mass-balance errors; relies on scientifically validated gas-phase and meteoritic sources to solve the branching problem.
Valine,1,**2**,deep_research_gemini,41/70,"Contains structural aldol errors, but maintains correct carbon counting and utilizes viable spark-discharge routes."
Valine,1,**3**,deep_research_gpt5.4,39/70,"Features a minor mass balance omission (2C $\rightarrow$ 3C), but integrates cyanosulfidic chemistry well."
Valine,1,**4**,perfect_rag,37/70,"Hallucinates a non-existent chemical phenomenon (""chain contraction"" upon hydrolysis) to cover up a carbon-counting error."
Valine,1,**5**,ms_disc,31/70,"Fails to realize Valine has 5 carbons, repeatedly trying to build it via a 3C + 1C Strecker synthesis."
Valine,1,**6**,no_research,29/70,"Broken by multiple severe arithmetic failures across its primary hubs (e.g., 3C + 1C = 5C)."
Valine,2,1,perfect_rag,59/70,The only config to successfully construct a branched C5 skeleton without violating mass conservation.
Valine,2,2,deep_research_gemini,42/70,"Features highly novel reaction conditions (formamide, supercritical CO2), despite structural flaws in early steps."
Valine,2,3,deep_research_claude,41/70,"Relies on flawed aldols, but correctly utilizes meteoritic/spark discharge literature to save its Strecker pathway."
Valine,2,4,deep_research_gpt5.4,37/70,"Conceptually interesting merger of environments, but fails basic stoichiometry (C3 + C1 = C5)."
Valine,2,5,ms_disc,30/70,Plagued by multiple severe mass balance and functional group errors.
Valine,2,6,no_research,29/70,Catastrophic carbon counting errors across the board and fundamentally misinterprets formose chemistry.
Valine,3,1,perfect_rag,60,**Perfect stoichiometric carbon accounting.** Correctly utilizes the complex cyanosulfidic reductive homologation pathway to solve the difficult problem of building valine's branched isobutyl skeleton step-by-step.
Valine,3,2,deep_research_claude,47,"**Valid external sources.** While its hydrothermal aldol attempts are structurally flawed, it compensates by leveraging experimentally validated spark discharge and meteoritic inputs to supply the correct C4 branched hub."
Valine,3,3,deep_research_gemini,40,**Structural flaws.** Avoids math errors but relies heavily on impossible aldol connectivity (claiming linear condensation of a ketone and formaldehyde yields a branched aldehyde).
Valine,3,4,deep_research_gpt5.4,37,**Stoichiometric errors.** Misses a carbon atom entirely in its primary cyanosulfidic reaction (claiming C3 + C1 yields a C5 target).
Valine,3,5,no_research,31,"**Severe math/structural errors.** Riddled with basic arithmetic failures (3+1=5, 2+2=3) and fundamentally misapplies the formose reaction."
Valine,3,6,ms_disc,30,"**Fundamental mass balance failure.** Completely fails to conserve mass across its primary hub reactions, rendering the entire network chemically impossible."
Valine,4,1,perfect_rag,59/70,Exclusively and accurately uses validated cyanosulfidic chain-extension to build the tricky branched C5 skeleton.
Valine,4,2,deep_research_gpt5.4,50/70,"Includes the accurate cyanosulfidic route, but dilutes it with impossible aldol cross-reactions."
Valine,4,3,deep_research_claude,41/70,"Fails at aldol chemistry, but correctly uses meteorite/spark sources for the proper Strecker precursors."
Valine,4,4,deep_research_gemini,39/70,"Flawed aldol precursors, but features a clever, chemically valid hydrocarboxylation of aldehydes."
Valine,4,5,no_research,28/70,Riddled with simple C2+C2=C3 arithmetic carbon-counting errors.
Valine,4,6,ms_disc,26/70,Fails elementary organic chemistry; fundamentally misunderstands the Strecker reaction (Acetone -> Valine).
Valine,5,1,perfect_rag,61/70,Absolute chemical rigor; accurately tracks the complex structural homologation required for branched skeletons.
Valine,5,2,deep_research_gpt5.4,37/70,Contains several structural errors but partially redeems itself by referencing actual cyanosulfidic transformations.
Valine,5,3,deep_research_claude,35/70,"Features good environmental diversity and valid entry points (meteoritic), though its internal aldol chemistry is structurally impossible."
Valine,5,4,deep_research_gemini,32/70,Fails basic isomerism (treating ketone products as aldehydes) but maintains mass balances better than the bottom tier.
Valine,5,5,ms_disc,24/70,"Fundamentally misunderstands Strecker chemistry (acetone -> AIB, not valine) and features multiple mass imbalances."
Valine,5,6,no_research,23/70,"Characterized by egregious, network-wide mass balance violations (e.g., C1 + C1 -> C5)."
